query_id,query_text,run_name,param_value,rank,score,chunk_id,chunk_text,relevance
eval2_q001,How do I apply a global theme override so it affects Mantine components across my app?,bm25,15,11,16.582378387451172,bc058586-d7c9-4313-af71-429700b3c665,"Topic: General
Section: How do I know which version is the latest?

All `@mantine/*` packages have the same version, so you can check the latest
version of [@mantine/hooks package on npm](https://www.npmjs.com/package/@mantine/hooks). It
is also displayed near the Mantine logo on the [documentation home page](https://mantine.dev).  
To check the latest version of `postcss-preset-mantine` package, visit
[postcss-preset-mantine package on npm](https://www.npmjs.com/package/postcss-preset-mantine).",0
eval2_q001,How do I apply a global theme override so it affects Mantine components across my app?,bm25,15,12,16.55838394165039,ec3839c2-ffa8-479c-b216-2f9ca6e28aed,"Topic: General
Section: How can I customize colors with theme?

You can define custom colors in the [theme object](https://mantine.dev/theming/theme-object).  
```tsx
import { createTheme, MantineProvider } from '@mantine/core';

const theme = createTheme({
colors: {
sepia: [
'#F4ECD8',
'#EAD8B7',
'#DFC29A',
'#D4AC7E',
'#C99862',
'#BD8447',
'#B2702D',
'#A55C15',
'#924908',
'#7A3704',
],
},
});

function Demo() {
return (
<MantineProvider theme={theme}>
<App />
</MantineProvider>
);
}
```  
Then you can reference these values in components and `.css` files:  
```scss
body {
background-color: var(--mantine-color-sepia-0);
color: var(--mantine-color-sepia-9);
}
```",1
eval2_q001,How do I apply a global theme override so it affects Mantine components across my app?,bm25,15,13,16.4039249420166,d8c8989c-c838-46f5-a016-4ee382440550,"Topic: General
Section: Overview

# MantineProvider was not found in component tree. What should I do?
Learn how to resolve MantineProvider issues  
<ErrorMessage error=""@mantine/core: MantineProvider was not found in component tree, make sure you have it in your app."" />  
The error above occurs in the following cases:  
* You do not have `MantineProvider` in your app at all
* You are rendering Mantine components outside of `MantineProvider` context
* You have different versions of `@mantine/*` packages in your application.
For example, you have `@mantine/core@7.0.0` and `@mantine/dates@7.1.0` installed.
* There was an issue during packages installation. Usually this happens with pnpm.
* Your app has multiple instances of `@mantine/core` package in the bundle. This may
happen if your project is a monorepo and you have multiple node\_modules folders.  
Steps to resolve the issue:  
* Make sure that you have `MantineProvider` in your app and it wraps all Mantine components.
* Make sure that you have only one version of `@mantine/core` in your app. If you are using
monorepo, make sure all packages depend on the same version of `@mantine/core`.
* Reinstall dependencies by removing `node_modules` folder and running `npm install` or
`yarn install` again.
* If you still have issues, you can use [one of the official templates](https://mantine.dev/getting-started/#get-started-with-a-template) as reference.",0
eval2_q001,How do I apply a global theme override so it affects Mantine components across my app?,bm25,15,14,16.29039764404297,1bf1d2db-d1eb-4f84-96f1-794fd1bf7937,"Topic: GettingStarted
Section: Learn

Before you jump into the code, it is recommended to learn more about Mantine theming and styling options.
The most important documentation pages are:  
* [Theme object](https://mantine.dev/theming/theme-object) – learn about available theme properties
* [Colors](https://mantine.dev/theming/colors) – learn how to add/replace colors in the theme object
* [CSS modules](https://mantine.dev/styles/css-modules) – learn how to use CSS modules with Mantine
* [postcss-preset-mantine](https://mantine.dev/styles/postcss-preset) – learn about `postcss-preset-mantine` functions and mixins
* [Responsive styles](https://mantine.dev/styles/responsive) – learn how to apply responsive styles to components
* [Styles API](https://mantine.dev/styles/styles-api) – learn how to style internal elements of any component
* [Polymorphic components](https://mantine.dev/guides/polymorphic) – learn how to use polymorphic components to change rendered element",0
eval2_q001,How do I apply a global theme override so it affects Mantine components across my app?,bm25,15,15,16.26486587524414,62c7d411-be70-4c87-ac97-64064b722f4c,"Topic: General
Section: Overview

# How can I change component color prop value depending on the color scheme?
Learn how to use CSS variables resolver to change color value depending on the color scheme  
`color` prop in all components uses Mantine [CSS variables](https://mantine.dev/styles/css-variables)
to resolve color value depending on the color scheme. You can define these variables with `virtualColor` function:  
#### Example: ColorSchemeColor  
```tsx
import { virtualColor, createTheme, MantineProvider } from '@mantine/core';

const theme = createTheme({
colors: {
primary: virtualColor({ name: 'primary', light: 'blue', dark: 'red' }),
},
});

function App() {
return (
<MantineProvider theme={theme}>
<YourApp />
</MantineProvider>
);
}
```",0
eval2_q002,How can I set a global default border radius so most components use it automatically?,bm25,15,1,18.4096736907959,e93214eb-3f08-43ef-8d26-e9fd28eed4c4,"Topic: BackgroundImage
Section: Polymorphic component

BackgroundImage is a polymorphic component – its default root element is div, but it can be changed to any other element or component with component prop:  
```tsx
import { BackgroundImage } from '@mantine/core';

function Demo() {
return <BackgroundImage component=""button"" />;
}
```  
**Polymorphic components with TypeScript**  
Note that polymorphic components props types are different from regular components – they do not extend HTML element props of the default element. For example, BackgroundImageProps does not extend React.ComponentPropsWithoutRef<'div'> although div is the default element.  
If you want to create a wrapper for a polymorphic component that is not polymorphic (does not support component prop), then your component props interface should extend HTML element props.  
#### Props  
| Prop | Type | Default | Description |
|------|------|---------|-------------|
| radius | MantineRadius | number | - | Key of <code>theme.radius</code> or any valid CSS value to set border-radius, numbers are converted to rem |
| src | string | required | Image url |  
#### Styles API  
BackgroundImage component supports Styles API. With Styles API, you can customize styles of any inner element. Follow the documentation to learn how to use CSS modules, CSS variables and inline styles to get full control over component styles.  
**BackgroundImage selectors**  
| Selector | Static selector | Description |
|----------|----------------|-------------|
| root | .mantine-BackgroundImage-root | Root element |  
**BackgroundImage CSS variables**  
| Selector | Variable | Description |
|----------|----------|-------------|
| root | --bi-radius | Controls `border-radius` |",0
eval2_q002,How can I set a global default border radius so most components use it automatically?,bm25,15,2,18.1237735748291,8d98625a-8b2e-4a7e-8b33-54aedcd082b3,"Topic: ThemeObject
Section: Overview

/** Function to resolve colors based on variant.
*  Can be used to deeply customize how colors are applied to `Button`, `ActionIcon`, `ThemeIcon`
*  and other components that use colors from theme.
* */
variantColorResolver: VariantColorsResolver;

/** Determines whether text color must be changed based on the given `color` prop in filled variant
*  For example, if you pass `color=""blue.1""` to Button component, text color will be changed to `var(--mantine-color-black)`
*  Default value – `false`
* */
autoContrast: boolean;

/** Determines which luminance value is used to determine if text color should be light or dark.
*  Used only if `theme.autoContrast` is set to `true`.
*  Default value is `0.3`
* */
luminanceThreshold: number;

/** font-family used in all components, system fonts by default */
fontFamily: string;

/** Monospace font-family, used in code and other similar components, system fonts by default  */
fontFamilyMonospace: string;

/** Controls various styles of h1-h6 elements, used in Typography and Title components */
headings: {
fontFamily: string;
fontWeight: string;
textWrap: 'wrap' | 'nowrap' | 'balance' | 'pretty' | 'stable';
sizes: {
h1: HeadingStyle;
h2: HeadingStyle;
h3: HeadingStyle;
h4: HeadingStyle;
h5: HeadingStyle;
h6: HeadingStyle;
};
};

/** Object of values that are used to set `border-radius` in all components that support it */
radius: MantineRadiusValues;

/** Key of `theme.radius` or any valid CSS value. Default `border-radius` used by most components */
defaultRadius: MantineRadius;

/** Object of values that are used to set various CSS properties that control spacing between elements */
spacing: MantineSpacingValues;

/** Object of values that are used to control `font-size` property in all components */
fontSizes: MantineFontSizesValues;

/** Object of values that are used to control `line-height` property in `Text` component */
lineHeights: MantineLineHeightValues;",0
eval2_q002,How can I set a global default border radius so most components use it automatically?,bm25,15,3,17.94179344177246,8905752b-79fe-4a38-8aee-25f488ddf4a2,"Topic: Paper
Section: Polymorphic component

function Demo() {
return <Paper component=""button"" />;
}
```  
You can also use components in component prop, for example, Next.js Link:  
```tsx
import Link from 'next/link';
import { Paper } from '@mantine/core';

function Demo() {
return <Paper component={Link} href=""/"" />;
}
```  
**Polymorphic components with TypeScript**  
Note that polymorphic components props types are different from regular components – they do not extend HTML element props of the default element. For example, PaperProps does not extend React.ComponentPropsWithoutRef<'div'> although div is the default element.  
If you want to create a wrapper for a polymorphic component that is not polymorphic (does not support component prop), then your component props interface should extend HTML element props.  
#### Props  
| Prop | Type | Default | Description |
|------|------|---------|-------------|
| radius | MantineRadius | number | - | Key of <code>theme.radius</code> or any valid CSS value to set border-radius, numbers are converted to rem |
| shadow | MantineShadow | - | Key of <code>theme.shadows</code> or any valid CSS value to set <code>box-shadow</code> |
| withBorder | boolean | - | Adds border to the root element |  
#### Styles API  
Paper component supports Styles API. With Styles API, you can customize styles of any inner element. Follow the documentation to learn how to use CSS modules, CSS variables and inline styles to get full control over component styles.  
**Paper selectors**  
| Selector | Static selector | Description |
|----------|----------------|-------------|
| root | .mantine-Paper-root | Root element |  
**Paper CSS variables**  
| Selector | Variable | Description |
|----------|----------|-------------|
| root | --paper-radius | Controls `border-radius` |
| root | --paper-shadow | Controls `box-shadow` |  
**Paper data attributes**  
| Selector | Attribute | Condition | Value |
|----------|-----------|-----------|-------|
| root | data-with-border | - | - |",0
eval2_q002,How can I set a global default border radius so most components use it automatically?,bm25,15,4,17.913902282714844,6ac359bf-0998-406c-bd34-0823cebbef6b,"Topic: ThemeObject
Section: defaultRadius

`theme.defaultRadius` controls the default `border-radius` property in most components, for example, [Button](https://mantine.dev/core/button) or [TextInput](https://mantine.dev/core/text-input).
You can set to either one of the values from `theme.radius` or a number/string to use exact value. Note that numbers are treated as pixels, but
converted to rem. For example, `theme.defaultRadius: 4` will be converted to `0.25rem`.
You can learn more about rem conversion in the [rem units guide](https://mantine.dev/styles/rem).  
#### Example: defaultRadiusConfigurator  
```tsx
import { MantineProvider, TextInput, Button } from '@mantine/core';

function Demo() {
return (
<MantineProvider theme={{ defaultRadius: '' }}>
<Button fullWidth>Button with defaultRadius</Button>
<TextInput mt=""sm"" label=""TextInput with defaultRadius"" placeholder=""TextInput with default radius"" />
</MantineProvider>
);
}
```",3
eval2_q002,How can I set a global default border radius so most components use it automatically?,bm25,15,5,17.523929595947266,b992e9ea-9b22-465d-9ed3-7eb079dd4b75,"Topic: CSSFilesList
Section: Global styles

All Mantine components depend on global styles, you need to import them before
all other styles:  
* `baseline.css` – a minimal CSS reset, sets `box-sizing: border-box` and changes font properties
* `default-css-variables.css` – contains all CSS variables generated from the default theme
* `global.css` – global classes used in Mantine components  
```tsx
import '@mantine/core/styles/baseline.css';
import '@mantine/core/styles/default-css-variables.css';
import '@mantine/core/styles/global.css';
```",0
eval2_q002,How can I set a global default border radius so most components use it automatically?,bm25,15,6,17.23292350769043,21784cb2-d2b6-4628-bbcc-4cdb37891394,"Topic: General
Section: Can I use SegmentedControl with initial empty value?

[SegmentedControl](https://mantine.dev/core/segmented-control/) cannot be used without a value.
It is based on [FloatingIndicator](https://mantine.dev/core/floating-indicator/) and requires a value to work properly.
If neither `value` nor `defaultValue` is provided, `SegmentedControl` will automatically set first item as active.",0
eval2_q002,How can I set a global default border radius so most components use it automatically?,bm25,15,7,16.981592178344727,614f3989-17cf-4671-b2f9-7c6d9dde34d1,"Topic: CssVariables
Section: Border radius variables

Mantine components that support `radius` prop use border radius variables to control border radius.
The following CSS variables are defined based on `theme.radius`:  
<CssVariablesGroup
data={[
{
variable: '--mantine-radius-xs',
defaultValue: '0.125rem (2px)',
},
{
variable: '--mantine-radius-sm',
defaultValue: '0.25rem (4px)',
},
{
variable: '--mantine-radius-md',
defaultValue: '0.5rem (8px)',
},
{
variable: '--mantine-radius-lg',
defaultValue: '1rem (16px)',
},
{
variable: '--mantine-radius-xl',
defaultValue: '2rem (32px)',
},
]}
/>  
Additionally, `--mantine-radius-default` variable is defined based on `theme.defaultRadius`
value. If `radius` prop on components is not set explicitly, `--mantine-radius-default` is used instead.  
To define custom border radius values, use `theme.radius` and `theme.defaultRadius` properties:  
```tsx
import { createTheme } from '@mantine/core';

const theme = createTheme({
defaultRadius: 'sm',
radius: {
xs: '0.25rem',
sm: '0.5rem',
md: '1rem',
lg: '2rem',
xl: '3rem',
},
});
```",2
eval2_q002,How can I set a global default border radius so most components use it automatically?,bm25,15,8,16.45860481262207,3986d060-81ff-47db-8bb1-2a7700dfec77,"Topic: Image
Section: Usage with Next.js Image

`Image` component is a [polymorphic component](https://mantine.dev/guides/polymorphic), its root element can be changed with `component` prop.
You can use it with `next/image` and other similar components.  
```tsx
import NextImage from 'next/image';
import { Image } from '@mantine/core';
import myImage from './my-image.jpg';

function Demo() {
return <Image component={NextImage} src={myImage} alt=""My image"" />;
}
```  
#### Props  
| Prop | Type | Default | Description |
|------|------|---------|-------------|
| fallbackSrc | string | - | Image url used as a fallback if the image cannot be loaded |
| fit | ObjectFit | - | Controls <code>object-fit</code> style |
| onError | (event: SyntheticEvent<HTMLImageElement, Event>) => void | - | Called when image fails to load |
| radius | MantineRadius | number | - | Key of <code>theme.radius</code> or any valid CSS value to set <code>border-radius</code> |
| src | any | - | Image url |  
#### Styles API  
Image component supports Styles API. With Styles API, you can customize styles of any inner element. Follow the documentation to learn how to use CSS modules, CSS variables and inline styles to get full control over component styles.  
**Image selectors**  
| Selector | Static selector | Description |
|----------|----------------|-------------|
| root | .mantine-Image-root | Root element |  
**Image CSS variables**  
| Selector | Variable | Description |
|----------|----------|-------------|
| root | --image-object-fit | Controls `object-fit` property |
| root | --image-radius | Controls `border-radius` property |  
**Image data attributes**  
| Selector | Attribute | Condition | Value |
|----------|-----------|-----------|-------|
| root | data-fallback | Image failed to load | - |",0
eval2_q002,How can I set a global default border radius so most components use it automatically?,bm25,15,9,16.44961166381836,aa4ef8f4-744f-4282-a278-78479b167a98,"Topic: GlobalStyles
Section: Overview

# Global styles  
`@mantine/core` package includes some global styles that are required for components to work correctly.
If you override these styles, some components might not work as expected.  
Global styles are automatically imported with:  
```tsx
import '@mantine/core/styles.css';
```  
If you want to import styles [per component](https://mantine.dev/styles/css-files-list), you need to import all global
styles manually:  
```tsx
import '@mantine/core/styles/baseline.css';
import '@mantine/core/styles/default-css-variables.css';
import '@mantine/core/styles/global.css';
```",0
eval2_q002,How can I set a global default border radius so most components use it automatically?,bm25,15,10,16.38632583618164,9eae1dfa-6c32-451d-917a-ed9708300b2a,"Topic: General
Section: How should I decide which library to use?

Go through the documentation and examples of each library, try to build something with them,
and decide which one fits your needs better.
Mantine, as well as other libraries, provides a lot of examples and documentation,
so you can make an informed decision based on that.",0
eval2_q002,How can I set a global default border radius so most components use it automatically?,bm25,15,11,16.123390197753906,8ca3f3bd-468c-4977-b734-b6b4963b741a,"Topic: useFocusReturn
Section: Usage

`use-focus-return` automatically returns focus to the last focused element when a given condition is met.
For example, it is used in [Modal](https://mantine.dev/core/modal/) component to restore focus after the modal was closed.  
Close the modal with the `Escape` key and see how focus returns to the button after the modal closes:  
#### Example: usage  
```tsx
import { useDisclosure } from '@mantine/hooks';
import { Modal, Button } from '@mantine/core';

function Demo() {
const [opened, { open, close }] = useDisclosure(false);

return (
<>
<Modal opened={opened} onClose={close} title=""Authentication"">
{/* Modal content */}
</Modal>

<Button variant=""default"" onClick={open}>
Open modal
</Button>
</>
);
}
```  
In most cases, you should use this hook with [use-focus-trap](https://mantine.dev/hooks/use-focus-trap/).  
```tsx
import { useFocusReturn } from '@mantine/hooks';

useFocusReturn({
// Is region with focus trap active?
// When it activates hook saves document.activeElement to the internal state
// and focuses this element once focus trap is deactivated
opened: false,

// Determines whether focus should be returned automatically, true by default
shouldReturnFocus: true,
});
```  
If `shouldReturnFocus` option is set to `false` you can call returned function to focus last active element:  
```tsx
import { useFocusReturn } from '@mantine/hooks';

const returnFocus = useFocusReturn({
opened: false,
shouldReturnFocus: false,
});

// ... later
returnFocus();
```",0
eval2_q002,How can I set a global default border radius so most components use it automatically?,bm25,15,12,16.00434684753418,644c891d-4670-49cf-9893-65c775e78bd5,"Topic: General
Section: I prefer a third-party styles solution, can I use Mantine with it?

All Mantine components are fully compatible with any third-party styling solution and native CSS.
There are two main strategies to apply styles with a third-party library:  
* `className`, `classNames`, `style` and `styles` props
* with static selectors, for example `.mantine-Text-root`  
Example of applying styles with a utility CSS library:  
```tsx
import { TextInput } from '@mantine/core';

function Demo() {
return (
<TextInput
classNames={{
root: 'mt-4',
input: 'bg-red-500 text-white',
}}
/>
);
}
```  
Example of applying styles with global CSS:  
```css
/* styles.css */

/* Note that these styles are not scoped and
will be applied to all TextInput components */
.mantine-TextInput-root {
margin-top: 0.8rem;
}

.mantine-TextInput-input {
background-color: var(--mantine-color-red-filled);
color: var(--mantine-color-white);
}
```  
You can combine both approaches to achieve desired results, for example,
`@emotion/styled` and `styled-components` packages will pass `className` prop to
a given component, and you can use static selectors to style inner elements:  
```tsx
import styled from '@emotion/styled';
import { Slider } from '@mantine/core';

const StyledSlider = styled(Slider)`
& .mantine-Slider-bar {
background-color: var(--mantine-color-pink-5);
}

& .mantine-Slider-thumb {
border-color: var(--mantine-color-pink-5);
background-color: white;
width: 1.5rem;
height: 1.5rem;
}
`;

function Demo() {
return <StyledSlider defaultValue={40} />;
}
```",0
eval2_q002,How can I set a global default border radius so most components use it automatically?,bm25,15,13,15.676298141479492,d24e0feb-be7a-4edb-96bd-69345172c835,"Topic: General
Section: Overview

# How can I test Modal/Drawer/Popover components?
Learn how to use react-testing-library to test components that use portals and transitions.",0
eval2_q002,How can I set a global default border radius so most components use it automatically?,bm25,15,14,15.563398361206055,e1b7d37a-db4b-4e0c-ad2a-9da0ce78b8d3,"Topic: General
Section: Overview

# How can I test Select/MultiSelect components?
Learn how to use react-testing-library to test Select and MultiSelect components.",0
eval2_q002,How can I set a global default border radius so most components use it automatically?,bm25,15,15,15.396471977233887,42be3ad8-d1fb-4dcb-aca0-f3abdd23da2b,"Topic: General
Section: Overview

# How can I apply styles to all Mantine components?
Learn how to use attribute selector to apply styles to all Mantine components",0
eval2_q004,How can I define and use a new Button style variant via theming?,bm25,15,1,17.62191390991211,7d9d8566-5bc1-443d-8690-020a7db3fd19,"Topic: VariantsAndSizes
Section: Custom variants types

You can define types for custom variants by creating `mantine.d.ts` file
in your project and extending `{x}Props` interface with the new variant type.  
Example of adding custom variant type to [Button](https://mantine.dev/core/button) component:  
```tsx
import { ButtonVariant, MantineSize } from '@mantine/core';

type ExtendedButtonVariant = ButtonVariant | 'contrast' | 'radial-gradient';

declare module '@mantine/core' {
export interface ButtonProps {
variant?: ExtendedButtonVariant;
}
}
```",1
eval2_q004,How can I define and use a new Button style variant via theming?,bm25,15,2,17.03641128540039,9a897fa3-c2db-43d1-8114-9d488ed8098e,"Topic: LLMDocumentation
Section: Example prompts

Here are some example prompts you can use with AI tools:  
* ""Using Mantine v8, how do I create a dark mode toggle?""
* ""Show me how to use the AppShell component with a collapsible navbar""
* ""How can I customize the theme colors in MantineProvider?""
* ""Create a form with validation using Mantine's form hooks""
* ""How to align input with a button in a flex container?""",0
eval2_q004,How can I define and use a new Button style variant via theming?,bm25,15,3,16.635059356689453,9508869c-1338-4056-bd1a-6f7e3fc76ca0,"Topic: TypeScript
Section: Custom variants types

You can define types for custom [variants](https://mantine.dev/styles/variants-sizes) by
extending `{x}Props` interface with the new variant type in your `mantine.d.ts` file.  
Example of adding custom variant type to [Button](https://mantine.dev/core/button) component:  
```tsx
import { ButtonVariant, MantineSize } from '@mantine/core';

type ExtendedButtonVariant = ButtonVariant | 'contrast' | 'radial-gradient';

declare module '@mantine/core' {
export interface ButtonProps {
variant?: ExtendedButtonVariant;
}
}
```",1
eval2_q004,How can I define and use a new Button style variant via theming?,bm25,15,4,16.381893157958984,462bc245-3391-40d4-a2d0-88f2cc88f7a5,"Topic: Button
Section: Custom variants

To add new `Button` variants, use [data-variant](https://mantine.dev/styles/variants-sizes) attribute.
Usually new variants are added on [theme](https://mantine.dev/theming/theme-object), this way they are
available in all `Button` components in your application.  
#### Example: customVariant  
```tsx
// Demo.tsx
import { Group, Button, MantineProvider, createTheme } from '@mantine/core';
import classes from './Demo.module.css';

const theme = createTheme({
components: {
Button: Button.extend({
classNames: classes,
}),
},
});

function Demo() {
return (
<MantineProvider theme={theme}>
<Group>
<Button variant=""danger"">Danger variant</Button>
<Button variant=""primary"">Primary variant</Button>
</Group>
</MantineProvider>
);
}

// Demo.module.css
.root {
&[data-variant='danger'] {
background-color: var(--mantine-color-red-9);
color: var(--mantine-color-red-0);
}

&[data-variant='primary'] {
background: linear-gradient(45deg, #4b6cb7 10%, #253b67 90%);
color: var(--mantine-color-white);
border-width: 0;
}
}
```",3
eval2_q004,How can I define and use a new Button style variant via theming?,bm25,15,5,15.97543716430664,ec3839c2-ffa8-479c-b216-2f9ca6e28aed,"Topic: General
Section: How can I customize colors with theme?

You can define custom colors in the [theme object](https://mantine.dev/theming/theme-object).  
```tsx
import { createTheme, MantineProvider } from '@mantine/core';

const theme = createTheme({
colors: {
sepia: [
'#F4ECD8',
'#EAD8B7',
'#DFC29A',
'#D4AC7E',
'#C99862',
'#BD8447',
'#B2702D',
'#A55C15',
'#924908',
'#7A3704',
],
},
});

function Demo() {
return (
<MantineProvider theme={theme}>
<App />
</MantineProvider>
);
}
```  
Then you can reference these values in components and `.css` files:  
```scss
body {
background-color: var(--mantine-color-sepia-0);
color: var(--mantine-color-sepia-9);
}
```",0
eval2_q004,How can I define and use a new Button style variant via theming?,bm25,15,6,15.195449829101562,c7209215-27f6-4bc9-a26e-d79204962b20,"Topic: General
Section: Can I have just one shade per color?

If you do not plan to use light variant, support different colors for
light/dark color schemes, and you do not rely on color changes for hover
effects, you can define just one shade per color with `colorsTuple` function:  
```tsx
import { colorsTuple, createTheme } from '@mantine/core';

const theme = createTheme({
colors: {
custom: colorsTuple('#FFC0CB'),
},
});
```",0
eval2_q004,How can I define and use a new Button style variant via theming?,bm25,15,7,15.150382995605469,fe361705-e306-4be8-bb87-996d4cb73113,"Topic: Tooltip
Section: Multiline

To enable multiline mode, set `multiline` prop to enable line breaks and `w` [style prop](https://mantine.dev/styles/style-props) to set tooltip width:  
#### Example: multiline  
```tsx
import { Tooltip, Button } from '@mantine/core';

function Demo() {
return (
<Tooltip
multiline
w={220}
withArrow
transitionProps={{ duration: 200 }}
label=""Use this button to save this information in your profile, after that you will be able to access it any time and share it via email.""
>
<Button>Multiline tooltip</Button>
</Tooltip>
);
}
```",0
