query_id,query_text,chunk_id,chunk_text,score,rank,relevance
eval2_q001,How do I apply a global theme override so it affects Mantine components across my app?,41e08fef-e4fb-4ce1-b678-0337e7899a2c,"Topic: ThemeObject
Section: Default theme

You can import default theme object from `@mantine/core` package. It includes
all theme properties with default values. When you pass theme override to
[MantineProvider](https://mantine.dev/theming/mantine-provider), it will be deeply merged with
the default theme.  
```tsx
import { DEFAULT_THEME } from '@mantine/core';
```",0.007042253521126761,19,1
eval2_q001,How do I apply a global theme override so it affects Mantine components across my app?,5cdf8b15-6457-43e0-9c22-1b7b75d8c081,"Topic: MantineProvider
Section: Overview

# MantineProvider  
`MantineProvider` provides a [theme object](https://mantine.dev/theming/theme-object) context value, manages color scheme
changes and injects [CSS variables](https://mantine.dev/styles/css-variables/). It must be rendered at the root of your
application and should be used only once.",0.006944444444444444,20,1
eval2_q001,How do I apply a global theme override so it affects Mantine components across my app?,ebe2a797-ba02-481a-a115-da5a327a2789,"Topic: General
Section: How do I know which version is the latest?

All `@mantine/*` packages have the same version, so you can check the latest
version of [@mantine/hooks package on npm](https://www.npmjs.com/package/@mantine/hooks). It
is also displayed near the Mantine logo on the [documentation home page](https://mantine.dev).  
To check the latest version of `postcss-preset-mantine` package, visit
[postcss-preset-mantine package on npm](https://www.npmjs.com/package/postcss-preset-mantine).",0.006944444444444444,21,0
eval2_q001,How do I apply a global theme override so it affects Mantine components across my app?,3a1030d0-4518-4593-a55e-0a7e4cf303be,"Topic: StylesApi
Section: Styles API selectors

Every Mantine component that supports the styles API has a set of element names that can be used to
apply styles to inner elements inside the component. For simplicity, these elements names are called
selectors in Mantine documentation. You can find selectors information under the `Styles API` tab
in a component's documentation.  
Example of [Button](https://mantine.dev/core/button) component selectors:  
<SelectorsTable data={ButtonStylesApi} component=""Button"" withTableBorder={false} fixedLayout={false} />  
You can use these selectors in `classNames` and `styles` in, both, component props and `theme.components`:  
```tsx
import { Button, createTheme, MantineProvider } from '@mantine/core';

function ClassNamesDemo() {
return (
<Button
classNames={{
root: 'my-root-class',
label: 'my-label-class',
inner: 'my-inner-class',
}}
>
Button
</Button>
);
}

function StylesDemo() {
return (
<Button
styles={{
root: { backgroundColor: 'red' },
label: { color: 'blue' },
inner: { fontSize: 20 },
}}
>
Button
</Button>
);
}

const theme = createTheme({
components: {
Button: Button.extend({
classNames: {
root: 'my-root-class',
label: 'my-label-class',
inner: 'my-inner-class',
},
styles: {
root: { backgroundColor: 'red' },
label: { color: 'blue' },
inner: { fontSize: 20 },
},
}),
},
});

function ProviderDemo() {
return (
<MantineProvider theme={theme}>
<Button>Button</Button>
</MantineProvider>
);
}
```",0.00684931506849315,22,0
eval2_q001,How do I apply a global theme override so it affects Mantine components across my app?,47d04ab4-7516-42e6-b12a-6aee0aa55d7c,"Topic: General
Section: Overview

# How can I change component color prop value depending on the color scheme?
Learn how to use CSS variables resolver to change color value depending on the color scheme  
`color` prop in all components uses Mantine [CSS variables](https://mantine.dev/styles/css-variables)
to resolve color value depending on the color scheme. You can define these variables with `virtualColor` function:  
#### Example: ColorSchemeColor  
```tsx
import { virtualColor, createTheme, MantineProvider } from '@mantine/core';

const theme = createTheme({
colors: {
primary: virtualColor({ name: 'primary', light: 'blue', dark: 'red' }),
},
});

function App() {
return (
<MantineProvider theme={theme}>
<YourApp />
</MantineProvider>
);
}
```",0.006756756756756757,23,0
eval2_q001,How do I apply a global theme override so it affects Mantine components across my app?,8e777a70-5289-4770-ad83-f206be449423,"Topic: ColorSchemes
Section: Overview

# Color schemes  
[MantineProvider](https://mantine.dev/theming/mantine-provider/) manages color scheme context in your application.
You can configure the default color scheme value with `defaultColorScheme` prop, possible values are `light`,
`dark` and `auto` (system color scheme is used). The default value is `light`.  
```tsx
import { MantineProvider } from '@mantine/core';

function Demo() {
return (
<MantineProvider defaultColorScheme=""dark"">
{/* Your app here */}
</MantineProvider>
);
}
```",0.006756756756756757,24,0
eval2_q001,How do I apply a global theme override so it affects Mantine components across my app?,27296001-21e0-4297-a2c0-1ccd2f9135c4,"Topic: DefaultProps
Section: Overview

# Default props  
You can define default props for every Mantine component by setting `theme.components`.
These props will be used by default by all components of your application unless they are overridden by component props:  
#### Example: defaultProps  
```tsx
import { MantineProvider, Button, Group, createTheme } from '@mantine/core';

const theme = createTheme({
components: {
Button: Button.extend({
defaultProps: {
color: 'cyan',
variant: 'outline',
},
}),
},
});

function Demo() {
return (
<MantineProvider theme={theme}>
<Group>
<Button>Default button</Button>
<Button color=""red"" variant=""filled"">
Button with props
</Button>
</Group>
</MantineProvider>
);
}
```",0.006666666666666667,25,1
eval2_q001,How do I apply a global theme override so it affects Mantine components across my app?,83e5a116-3c93-4ddc-ad9a-0e2ed3a79b43,"Topic: General
Section: Overview

# MantineProvider was not found in component tree. What should I do?
Learn how to resolve MantineProvider issues  
<ErrorMessage error=""@mantine/core: MantineProvider was not found in component tree, make sure you have it in your app."" />  
The error above occurs in the following cases:  
* You do not have `MantineProvider` in your app at all
* You are rendering Mantine components outside of `MantineProvider` context
* You have different versions of `@mantine/*` packages in your application.
For example, you have `@mantine/core@7.0.0` and `@mantine/dates@7.1.0` installed.
* There was an issue during packages installation. Usually this happens with pnpm.
* Your app has multiple instances of `@mantine/core` package in the bundle. This may
happen if your project is a monorepo and you have multiple node\_modules folders.  
Steps to resolve the issue:  
* Make sure that you have `MantineProvider` in your app and it wraps all Mantine components.
* Make sure that you have only one version of `@mantine/core` in your app. If you are using
monorepo, make sure all packages depend on the same version of `@mantine/core`.
* Reinstall dependencies by removing `node_modules` folder and running `npm install` or
`yarn install` again.
* If you still have issues, you can use [one of the official templates](https://mantine.dev/getting-started/#get-started-with-a-template) as reference.",0.006666666666666667,26,0
eval2_q002,How can I set a global default border radius so most components use it automatically?,48a77532-8dcb-4260-822d-daedc111c6ec,"Topic: ThemeObject
Section: defaultRadius

`theme.defaultRadius` controls the default `border-radius` property in most components, for example, [Button](https://mantine.dev/core/button) or [TextInput](https://mantine.dev/core/text-input).
You can set to either one of the values from `theme.radius` or a number/string to use exact value. Note that numbers are treated as pixels, but
converted to rem. For example, `theme.defaultRadius: 4` will be converted to `0.25rem`.
You can learn more about rem conversion in the [rem units guide](https://mantine.dev/styles/rem).  
#### Example: defaultRadiusConfigurator  
```tsx
import { MantineProvider, TextInput, Button } from '@mantine/core';

function Demo() {
return (
<MantineProvider theme={{ defaultRadius: '' }}>
<Button fullWidth>Button with defaultRadius</Button>
<TextInput mt=""sm"" label=""TextInput with defaultRadius"" placeholder=""TextInput with default radius"" />
</MantineProvider>
);
}
```",0.016009221311475412,1,3
eval2_q002,How can I set a global default border radius so most components use it automatically?,9f468227-4236-4bb9-aedb-a02dfada2b8c,"Topic: CssVariables
Section: Border radius variables

Mantine components that support `radius` prop use border radius variables to control border radius.
The following CSS variables are defined based on `theme.radius`:  
<CssVariablesGroup
data={[
{
variable: '--mantine-radius-xs',
defaultValue: '0.125rem (2px)',
},
{
variable: '--mantine-radius-sm',
defaultValue: '0.25rem (4px)',
},
{
variable: '--mantine-radius-md',
defaultValue: '0.5rem (8px)',
},
{
variable: '--mantine-radius-lg',
defaultValue: '1rem (16px)',
},
{
variable: '--mantine-radius-xl',
defaultValue: '2rem (32px)',
},
]}
/>  
Additionally, `--mantine-radius-default` variable is defined based on `theme.defaultRadius`
value. If `radius` prop on components is not set explicitly, `--mantine-radius-default` is used instead.  
To define custom border radius values, use `theme.radius` and `theme.defaultRadius` properties:  
```tsx
import { createTheme } from '@mantine/core';

const theme = createTheme({
defaultRadius: 'sm',
radius: {
xs: '0.25rem',
sm: '0.5rem',
md: '1rem',
lg: '2rem',
xl: '3rem',
},
});
```",0.015417457305502846,2,2
eval2_q002,How can I set a global default border radius so most components use it automatically?,a6b5a798-94d7-4e79-bd7b-e674c5637c11,"Topic: Paper
Section: Polymorphic component

function Demo() {
return <Paper component=""button"" />;
}
```  
You can also use components in component prop, for example, Next.js Link:  
```tsx
import Link from 'next/link';
import { Paper } from '@mantine/core';

function Demo() {
return <Paper component={Link} href=""/"" />;
}
```  
**Polymorphic components with TypeScript**  
Note that polymorphic components props types are different from regular components – they do not extend HTML element props of the default element. For example, PaperProps does not extend React.ComponentPropsWithoutRef<'div'> although div is the default element.  
If you want to create a wrapper for a polymorphic component that is not polymorphic (does not support component prop), then your component props interface should extend HTML element props.  
#### Props  
| Prop | Type | Default | Description |
|------|------|---------|-------------|
| radius | MantineRadius | number | - | Key of <code>theme.radius</code> or any valid CSS value to set border-radius, numbers are converted to rem |
| shadow | MantineShadow | - | Key of <code>theme.shadows</code> or any valid CSS value to set <code>box-shadow</code> |
| withBorder | boolean | - | Adds border to the root element |  
#### Styles API  
Paper component supports Styles API. With Styles API, you can customize styles of any inner element. Follow the documentation to learn how to use CSS modules, CSS variables and inline styles to get full control over component styles.  
**Paper selectors**  
| Selector | Static selector | Description |
|----------|----------------|-------------|
| root | .mantine-Paper-root | Root element |  
**Paper CSS variables**  
| Selector | Variable | Description |
|----------|----------|-------------|
| root | --paper-radius | Controls `border-radius` |
| root | --paper-shadow | Controls `box-shadow` |  
**Paper data attributes**  
| Selector | Attribute | Condition | Value |
|----------|-----------|-----------|-------|
| root | data-with-border | - | - |",0.014938684503901897,3,0
eval2_q002,How can I set a global default border radius so most components use it automatically?,10efcc17-9248-40a0-9d2b-1ed2d15fd736,"Topic: CSSFilesList
Section: Global styles

All Mantine components depend on global styles, you need to import them before
all other styles:  
* `baseline.css` – a minimal CSS reset, sets `box-sizing: border-box` and changes font properties
* `default-css-variables.css` – contains all CSS variables generated from the default theme
* `global.css` – global classes used in Mantine components  
```tsx
import '@mantine/core/styles/baseline.css';
import '@mantine/core/styles/default-css-variables.css';
import '@mantine/core/styles/global.css';
```",0.014785823005001086,4,0
eval2_q002,How can I set a global default border radius so most components use it automatically?,2548c6eb-968e-4602-88d0-becea7bf8b4b,"Topic: BackgroundImage
Section: Polymorphic component

BackgroundImage is a polymorphic component – its default root element is div, but it can be changed to any other element or component with component prop:  
```tsx
import { BackgroundImage } from '@mantine/core';

function Demo() {
return <BackgroundImage component=""button"" />;
}
```  
**Polymorphic components with TypeScript**  
Note that polymorphic components props types are different from regular components – they do not extend HTML element props of the default element. For example, BackgroundImageProps does not extend React.ComponentPropsWithoutRef<'div'> although div is the default element.  
If you want to create a wrapper for a polymorphic component that is not polymorphic (does not support component prop), then your component props interface should extend HTML element props.  
#### Props  
| Prop | Type | Default | Description |
|------|------|---------|-------------|
| radius | MantineRadius | number | - | Key of <code>theme.radius</code> or any valid CSS value to set border-radius, numbers are converted to rem |
| src | string | required | Image url |  
#### Styles API  
BackgroundImage component supports Styles API. With Styles API, you can customize styles of any inner element. Follow the documentation to learn how to use CSS modules, CSS variables and inline styles to get full control over component styles.  
**BackgroundImage selectors**  
| Selector | Static selector | Description |
|----------|----------------|-------------|
| root | .mantine-BackgroundImage-root | Root element |  
**BackgroundImage CSS variables**  
| Selector | Variable | Description |
|----------|----------|-------------|
| root | --bi-radius | Controls `border-radius` |",0.00819672131147541,5,0
eval2_q002,How can I set a global default border radius so most components use it automatically?,617a8268-2f74-4d60-bafd-671de07d6720,"Topic: ThemeObject
Section: Overview

/** Function to resolve colors based on variant.
*  Can be used to deeply customize how colors are applied to `Button`, `ActionIcon`, `ThemeIcon`
*  and other components that use colors from theme.
* */
variantColorResolver: VariantColorsResolver;

/** Determines whether text color must be changed based on the given `color` prop in filled variant
*  For example, if you pass `color=""blue.1""` to Button component, text color will be changed to `var(--mantine-color-black)`
*  Default value – `false`
* */
autoContrast: boolean;

/** Determines which luminance value is used to determine if text color should be light or dark.
*  Used only if `theme.autoContrast` is set to `true`.
*  Default value is `0.3`
* */
luminanceThreshold: number;

/** font-family used in all components, system fonts by default */
fontFamily: string;

/** Monospace font-family, used in code and other similar components, system fonts by default  */
fontFamilyMonospace: string;

/** Controls various styles of h1-h6 elements, used in Typography and Title components */
headings: {
fontFamily: string;
fontWeight: string;
textWrap: 'wrap' | 'nowrap' | 'balance' | 'pretty' | 'stable';
sizes: {
h1: HeadingStyle;
h2: HeadingStyle;
h3: HeadingStyle;
h4: HeadingStyle;
h5: HeadingStyle;
h6: HeadingStyle;
};
};

/** Object of values that are used to set `border-radius` in all components that support it */
radius: MantineRadiusValues;

/** Key of `theme.radius` or any valid CSS value. Default `border-radius` used by most components */
defaultRadius: MantineRadius;

/** Object of values that are used to set various CSS properties that control spacing between elements */
spacing: MantineSpacingValues;

/** Object of values that are used to control `font-size` property in all components */
fontSizes: MantineFontSizesValues;

/** Object of values that are used to control `line-height` property in `Text` component */
lineHeights: MantineLineHeightValues;",0.008064516129032258,6,0
eval2_q002,How can I set a global default border radius so most components use it automatically?,27296001-21e0-4297-a2c0-1ccd2f9135c4,"Topic: DefaultProps
Section: Overview

# Default props  
You can define default props for every Mantine component by setting `theme.components`.
These props will be used by default by all components of your application unless they are overridden by component props:  
#### Example: defaultProps  
```tsx
import { MantineProvider, Button, Group, createTheme } from '@mantine/core';

const theme = createTheme({
components: {
Button: Button.extend({
defaultProps: {
color: 'cyan',
variant: 'outline',
},
}),
},
});

function Demo() {
return (
<MantineProvider theme={theme}>
<Group>
<Button>Default button</Button>
<Button color=""red"" variant=""filled"">
Button with props
</Button>
</Group>
</MantineProvider>
);
}
```",0.007936507936507936,7,0
eval2_q002,How can I set a global default border radius so most components use it automatically?,d695b57b-b87a-4ca4-9c82-53b7a48e6ae0,"Topic: GlobalStyles
Section: Body and :root elements styles

`@mantine/core` package includes the following `body` and `:root` elements styles:  
```css
:root {
color-scheme: var(--mantine-color-scheme);
}

body {
font-family: var(--mantine-font-family);
font-size: var(--mantine-font-size-md);
line-height: var(--mantine-line-height);
background-color: var(--mantine-color-body);
color: var(--mantine-color-text);

-webkit-font-smoothing: var(--mantine-webkit-font-smoothing);
-moz-osx-font-smoothing: var(--mantine-moz-font-smoothing);
}
```",0.0078125,8,0
eval2_q002,How can I set a global default border radius so most components use it automatically?,6d2d42a7-b7b3-434e-acf1-2f1a2926817f,"Topic: GlobalStyles
Section: CSS reset

`@mantine/core` package includes minimal CSS reset – it includes only basic styles required for components to work
in modern browsers. If you need to support older browsers, you can additionally include [normalize.css](https://necolas.github.io/normalize.css/)
or any other CSS reset of your choice.  
```css
body {
margin: 0;
}

*,
*::before,
*::after {
box-sizing: border-box;
}

input,
button,
textarea,
select {
font: inherit;
}

button,
select {
text-transform: none;
}
```",0.007692307692307693,9,0
eval2_q002,How can I set a global default border radius so most components use it automatically?,8f0ca072-3342-4f70-9cca-41c2c8942d09,"Topic: General
Section: Can I use SegmentedControl with initial empty value?

[SegmentedControl](https://mantine.dev/core/segmented-control/) cannot be used without a value.
It is based on [FloatingIndicator](https://mantine.dev/core/floating-indicator/) and requires a value to work properly.
If neither `value` nor `defaultValue` is provided, `SegmentedControl` will automatically set first item as active.",0.007575757575757576,10,0
eval2_q002,How can I set a global default border radius so most components use it automatically?,cafedd4a-71e2-425a-8bb5-5971bd142e30,"Topic: ThemeObject
Section: defaultGradient

`theme.defaultGradient` controls the default gradient configuration for components that support `variant=""gradient""`
([Button](https://mantine.dev/core/button), [ActionIcon](https://mantine.dev/core/action-icon), [Badge](https://mantine.dev/core/badge), etc.).  
#### Example: defaultGradient  
```tsx
import { MantineProvider, createTheme, Button } from '@mantine/core';

const theme = createTheme({
defaultGradient: {
from: 'orange',
to: 'red',
deg: 45,
},
});

function Demo() {
return (
<MantineProvider theme={theme}>
<Button variant=""gradient"">Button with custom default gradient</Button>
</MantineProvider>
);
}
```",0.007575757575757576,11,0
eval2_q002,How can I set a global default border radius so most components use it automatically?,abe16395-6325-49d4-a307-132341bb45ab,"Topic: GlobalStyles
Section: Add global styles in your application

It is recommended to use [CSS modules](https://mantine.dev/styles/css-modules) to apply styles to Mantine components
with `className` prop or with [Styles API](https://mantine.dev/styles/styles-api). CSS modules files names usually
end with `.module.css`, if you want to add global styles to your application, create a file with
`.css` extension but without `.module` part, for example `global.css`.  
In global `.css` files you can reference all Mantine [CSS variables](https://mantine.dev/styles/css-variables) and
change styles of `<body />`, `:root` and other elements. For example, to change body background-color:  
```css
body {
background-color: var(--mantine-color-red-filled);
}
```",0.007462686567164179,12,0
